date,title,description
2023/11/17,Drake Praises Taylor Swift on New Song 'Red Button',"Drake unleashed his inner Swiftie in new song ""Red Button,"" which sees the rapper praising Taylor Swift."
2023/11/17,Rio’s famous Christ statue welcomes Taylor Swift thanks to Swifties and a priest,The 125ft Christ the Redeemer was illuminated with a towering message welcoming the singer to the country for the latest leg of her Eras Tour.
2023/11/16,What 'Swifties' need to know,Travel agency Marvelous Mouse Travels is organizing a Taylor Swift-themed cruise aboard a Royal Caribbean International ship for next fall.
2023/11/16,The View’s' Joy Behar bashes 'idiot' Travis Kelce for slamming 'ugly cheerleaders',"Joy Behar had some choice words about Taylor Swift's rumored boyfriend Travis Kelce Thursday on ""The View."""
2023/11/16,"Taylor Swift Left Another Secret Message for Travis Kelce, Fans Think",Swifties believe they found another nod to Travis Kelce during Taylor Swift's Buenos Aires concert.
2023/11/16,"Taylor Swift, Travis Kelce are 'fake'","TikToker and podcast host Brianna Chickenfry thinks Taylor Swift and Travis Kelce's highly publicized relationship is ""fake"" and ""performative."""
2023/11/16,"Taylor Swift, Travis Kelce's parents expected to meet","Taylor Swift and Travis Kelce's parents are expected to meet when the Philadelphia Eagles take on the Kansas City Chiefs, reports say."
2023/11/16,Old Travis Kelce Tweets Reveal He Hated ‘Call Of Dookie’,The Kansas City Chiefs’ tight end (and Taylor Swift’s boyfriend) had some hilarious old tweets unearthed this week
2023/11/16,Taylor Swift and Travis Kelce's Parents Likely to Meet at Game,Taylor Swift and Travis Kelce are rumored to have their parents meet at an upcoming Kansas City game.
2023/11/16,"2023 Travis Kelce jersey: Dating Taylor Swift heats up demand for home, away Chiefs gear",Fanatics has 2023 Travis Kelce jerseys that can be shipped to old and new Kansas City Chiefs fans and Taylor Swift fans
2023/11/16,Travis Kelce's Old Tweets Have Taylor Swift Fans Loving Him Even More,"The discovery of old, wholesome tweets on Travis Kelce's account has led Swifties to develop an even bigger fondness for the tight end."
2023/11/16,"Rachel Zegler Had A 'Mental Breakdown' After Witnessing One Of Taylor Swift's Best Surprise Song Combos At The Eras Tour, And I Would Have Too","Rachel Zegler explained why she had a ""mental breakdown"" during Taylor Swift's Eras Tour after witnessing one of the best surprise song combos."
2023/11/16,Taylor Swift fans spot another secret message she sent Travis Kelce during Argentina concert,"Taylor Swift fans spot another secret message the singer sent boyfriend Travis Kelce during her shows in Buenos Aires, Argentina."
2023/11/16,Taylor Swift’s beau Travis Kelce receives backlash for mysoginistic tweets,Travis Kelce’s old tweets have been resurfacing amidst his romance with Taylor Swift
2023/11/16,Drake’s new song ‘Red Button’ is all about Taylor Swift,Taylor Swift gets mentioned in Drake’s new song as the only artist he ‘ever rated’ and more
2023/11/16,"After Eras Tour kiss, Taylor Swift fans make Travis Kelce's 10-year-old tweets go viral",Taylor Swift's fans like Travis Kelce because he’s such a significant departure from all her previous partners
2023/11/16,Taylor Swift topples The Beatles’ effort to top UK album chart,The Beatles’ failed to beat Taylor Swift after failing in 1973
2023/11/16,Taylor Swift Lyrics Used by Brands to Poke Fun at Old Travis Kelce Tweets,"Taylor Swift lyrics are being used by brands to poke fun at Travis Kelce's old tweets. See jokes from Chipotle, Taco Bell and Olive Garden here."
2023/11/16,John Denver’s ‘Last Recordings’ Are Drawing Taylor Swift Comparisons,"John Denver's ""Last Recordings"" are drawing Taylor Swift comparisons. The upcoming album includes new versions of his classic RCA songs."
2023/11/16,Did Jack Antonoff shade Taylor Swift ex Joe Alwyn in song 'Hey Joe'?,"Fans of Bleachers frontman Jack Antonoff think his new song titled ""Hey Joe"" might be shading Taylor Swift's ex-boyfriend Joe Alwyn."
2023/11/16,Taylor Swift fans used record amounts of data during the Eras Tour in North America,"A staggering 29 terabytes of glitter moved through AT&T’s network during her stop in Arlington, Texas, and Swifties set data usage records almost everywhere else."
2023/11/16,Pierre Gasly Lauds Alex Albon’s Rookie Attempt Only Minutes after GF Lily Channels Taylor Swift to Mock Him,Pierre Gasly tries to save Alex Albon's face as his golfer girlfriend Lily Muni He mocks him while channeling Taylor Swift.
2023/11/16,Travis Kelce apologizes to Taylor Swift’s dad,Remember when Travis Kelce said he was going to stick to talking about football and not his private life? Good thing for the Swifties it looks like he didn’t mean it.
2023/11/16,Brazilian Fans Want to Make Jesus a Swiftie,A group of Swifties are praying they can honor Taylor Swift with a projection onto Rio de Janeiro’s Christ the Redeemer statue ahead of her Eras-tour shows.
2023/11/16,Travis Kelce And Taylor Swift's Parents To Meet At Chiefs-Eagles,The parents of Travis Kelce and Taylor Swift are expected to meet for the first time during the upcoming Eagles-Chiefs game on Monday.
2023/11/16,Taylor Swift’s Ex Joe Alwyn Makes First Public Appearance in 6 Months,"Taylor Swift's ex-boyfriend, Joe Alwyn, made his first public appearance in six months after their breakup."
2023/11/16,5 marketing lessons from the Taylor Swift and Travis Kelce romance,Of course the NFL is embracing Taylor Swift.
2023/11/16,Everything you need to know about the Taylor Swift themed Cruise,"A Taylor Swift themed cruise is setting sail next year, giving Swifties the chance to experience their wildest dreams."
2023/11/16,Travis Kelce's Tweets Capture Swifties' Hearts Amidst Romance with Taylor Swift,"One fan commented, ""This is such a funny wholesome thread lol he’s doing his best and I love it."""
2023/11/16,"Taylor Swift fan creates digital portrait of singer with 3,347 photos",The fan even matched the colours of all the photos to get the ‘perfect portrait’.
2023/11/16,Man gets Taylor Swift to sing on his track using AI and hits chart,"Ben Hill, who records as Posse Unit, says 'licensing is a grey area'"
2023/11/16,Travis Kelce Has This To Say On Taylor Swift Changing Karma Lyrics For Him,Taylor Swift
2023/11/16,Wall Street analysts show they're Taylor Swift superfans too by riffing on her songs in their usually wonky research notes,Analysts are giving a nod to Swift’s reign at the pinnacle of pop culture by referencing her lyrics in their financial research.
2023/11/16,Taylor Swift Plans to Bring Her Parents to Chiefs vs. Eagles Game,Taylor Swift and her parents Scott and Andrea Swift will have a perfectly fine family outing to watch Travis and Jason Kelce in the Chiefs versus Eagles football game Nov. 20.
2023/11/16,Taylor Swift fans fall in love with Travis Kelce even more after his old tweets resurface,"Taylor Swift's fans, the Swifties, have fallen more in love with her beau, NFL star Travis Kelce, after some of his old tweets resurfaced online."
2023/11/15,"WATCH - Travis Kelce Makes an Apology to Taylor Swift’s Dad, Revisits Dinner Date","Travis Kelce apologizes to Scott Swift for missed oppurtunities, rhen makes up by switching his loyalties to Chiefs over dinner date."
2023/11/15,"Taylor Swift's Dad Scott Is a Travis Kelce 'Fan,' According to a Body Language Expert",Travis Kelce cheered Taylor Swift on in Argentina alongside her father at the Nov. 11 Eras concert. Here's a body language expert's analysis.
2023/11/15,Taylor Swift and Travis Kelce's parents reportedly planning to meet at Chiefs vs. Eagles game,Taylor Swift and Travis Kelce's parents are reportedly planning to meet at the Kansas City Chiefs vs. Philadelphia Eagles NFL game Monday.
2023/11/15,"Travis Kelce’s old tweets are resurfacing online, and some Swifties are here for it","Taylor Swift and Travis Kelce's viral public relationship has captivated the internet. Now, so have some of Kelce’s old tweets."
2023/11/15,Travis Kelce Apologizes to Taylor Swift’s Dad After ‘Karma’ Change,Why Travis Kelce apologized to Taylor Swift's dad after her 'Karma' lyric change.
2023/11/15,‘Dancing With the Stars’ cast teases Taylor Swift Night,"The “Dancing With the Stars” cast, including Harry Jowsey, Rylee Arnold, Ariana Madix, Artem Chigvintsev and Charity Lawson, tease what to expect from Taylor Swift Night amid Travis Kelce romance."
2023/11/15,Why Did Taylor Swift & Taylor Lautner Break Up?,Taylor Swift and Taylor Lautner dated for several months until December 2009.
2023/11/15,Goldman Sachs channels Taylor Swift for its 2024 stock market forecast,"Calling Taylor Swift's ""Eras"" tour one of the most notable cultural events of 2023, Goldman Sachs' equity team is taking inspiration from her songs for its outl"
2023/11/15,Why Travis Kelce Is Apologizing to Taylor Swift's Dad,"Travis Kelce apologized to Taylor Swift’s dad, Scott Swift, on his and brother Jason Kelce’s New Heights podcast after missing out on a high five during a recent Eras Tour show."
2023/11/15,"Taylor Swift fans vow to make new Travis Kelce song, with brother Jason, No. 1","Taylor Swift's football-star beau Travis Kelce kicks the holiday season into festive gear with “Fairytale of Philadelphia"" — a duet with his Philadelphia Eagles brother Jason Kelce. Swifties are helll bent on getting it to the top of the charts."
2023/11/15,Abigail Anderson: Everything to Know About Taylor Swift’s Best Friend,Taylor Swift’s lifelong friend Abigail Anderson has close with the pop singer since they first met in high school. Inside Abigail’s career and more.
2023/11/15,Taylor Swift's and Travis Kelce's parents are expected to meet,Taylor Swift and Travis Kelce are apparently gearing up for a major relationship milestone: The meeting of the parents.
2023/11/15,Fans think Taylor Swift gave secret nod to Travis Kelce,"Fans think Taylor Swift, 33, gave a secret nod to boyfriend Travis Kelce, 34, by describing her Buenos Aires shows as ""electric"" just like he did."
2023/11/15,"Ariana Madix details ‘Dancing With the Stars’ back injury, teases Taylor Swift Night dance","“Vanderpump Rules” star Ariana Madix spoke to Page Six about her back injury and foot injury, and what her and Pasha Pashkov have planned for Taylor Swift Night on “Dancing With the Stars.”"
2023/11/15,Jeremy Larter is giving P.E.I. the onscreen love it deserves,Detective story Who's Yer Father? bumped Taylor Swift: The Eras Tour from the top spot at Charlottetown's cinemas.
2023/11/15,Taylor Swift’s ex Joe Alwyn and close pal Jack Antonoff set for awkward run-in at GQ Men of the Year bash,SHE is on the other side of the world preparing to continue the South American leg of her record-breaking Eras Tour but it was Taylor Swift who provid
2023/11/15,Travis Kelce poses tough competition for Taylor Swift with singing skills: Watch,Taylor Swift is reportedly helping beau Travis Kelce on how to cash fame
2023/11/15,Taylor Swift fans swoon over young Travis Kelce’s wholesome tweets,Taylor Swift recently shared her first public kiss with Travis Kelce at her ‘Eras Tour’
2023/11/15,"Inside Matty Healy, Gabbriette Bechtel's engagement rumours","Matty Healy sparked romance with Gabbriette Bechtel, around the same time his ex Taylor Swift moved on with Travis Kelce"
2023/11/15,Taylor Swift’s ex Joe Alwyn appears unbothered amid singer’s new romance,Joe Alwyn made first public appearance following his ex Taylor Swift's budding romance with Travis Kelce
2023/11/15,"Taylor Swift, Travis Kelce in a 'real relationship' already?",Taylor Swift educating new boyfriend Travis Kelce how to monetise attention
2023/11/15,Taylor Swift's Eras Tour necklace is 50% off right now,"The Versace necklace Taylor Swift wore during her Eras Tour stop in Buenos Aires, Argentina, is 50% off right now — shop it before it's sold out."
2023/11/15,Travis Kelce apologises to Taylor Swift's dad for faux pas but Philadelphia Eagles star brother Jason was not happy,Travis Kelce had to send his apologies to Taylor Swift’s dad for leaving him hanging at her concert over the weekend.The Kansas City Chiefs supersta
2023/11/15,"Travis Kelce Reacts To Taylor Swift Sweetly Calling Him Out In ‘Karma,’ Apologizes To Her Father","After Taylor Swift changed a lyric in ""Karma,"" for Travis Kelce, he explained his reaction and why he needed to apologize to her dad Scott Swift."
2023/11/15,How Taylor Swift and Travis Kelce are inspiring people to raise their dating standards,It’s a love story that people just want to say yes to: Taylor Swift and Travis Kelce — who have been rumored to be dating since September — are inspiring people to step up their own dating expectations.
2023/11/15,"So, you splurged. Now what?","In this episode, we hear from a Swiftie with a “Taylor Swift” concert obsession. And we chat with Shannon Lee Simmons, a certified financial planner and founder of the New School of Finance"
2023/11/15,"Travis Kelce talks Taylor Swift weekend, Eagles game: New Heights","Travis Kelce talks about weekend with Taylor Swift, Karma lyric change, meeting Mr. Swift, Kelce Family reunion."
2023/11/15,Travis Kelce sings on brother’s Christmas song,Taylor Swift might be rubbing off on Travis Kelce.
2023/11/15,“Shocked” Travis Kelce Reacts to Taylor Swift’s Concert Shoutout,"Travis Kelce recently shared his POV of the moment Taylor Swift swapped the lyrics in ""Karma"" to give the Kansas City Chiefs player a shoutout in Argentina."
2023/11/15,'Karma' lyric change 'shocked' me despite Taylor Swift's 'clue',"Travis Kelce recalled being ""shocked"" over Taylor Swift's ""Karma"" lyric change in Argentina despite the singer previously giving him a ""clue."""
2023/11/15,Here's How Taylor Swift Will Celebrate Thanksgiving Amid Romance With Travis Kelce,"Taylor Swift will return from her Eras Tour abroad to spend time with her family stateside, says a source."
2023/11/15,Gigi Hadid Reveals She Feels This About Taylor Swift and Travis Kelce Romance,Gigi Hadid broke her silence on the high-profile relationship following gossip that she disapproved of her friend's involvement with the NFL star.
2023/11/15,"That Taylor Swift, Travis Kelce Kiss in Argentina Had 1 Problem, According to a Body Language Expert",Travis Kelce and Taylor Swift kissed at her Eras stop in Argentina. Here's a body language expert's analysis and what they think was backward.
2023/11/15,Taylor Swift Refers to Travis Kelce’s Favorite Word to Subtly Honor Him on Social Media,"In her most recent social media post, Swift made a subtle allusion to her NFL star beau, teasing her fans."
2023/11/15,SZA tops Grammy nominations in a year made for women and 'Barbie',"Versatile recording artist SZA led this year's Grammy Award nominations with nine, coming in ahead of industry heavyweights Taylor Swift, Miley Cyrus and Billie Eilish, in a year made for women artists and the movie blockbuster ""Barbie."""
2023/11/15,Airbnb Host Triples Price When They Find Out She's Going to Taylor Swift Eras Tour,Ariel Stewart said her Airbnb host first asked for triple the price after accepting her reservation when she said she was in town to see Taylor Swift's Eras tour.
2023/11/15,Will Taylor Swift Participate In Dancing With The Stars' Celebration Of Her Music? Here's What The Superstar Said,"Dancing with the Stars is going full Taylor Swift for the next episode, and the icon herself had a message for fans about it."
2023/11/15,Gigi Hadid responds to rumors she has issue with Swift-Kelce romance,Gigi Hadid is making her stance on Taylor Swift's new romance with Travis Kelce known — and she's in full support.
2023/11/15,Taylor Swift pals weigh in on Travis Kelce relationship,"The 33-year-old ""Shake It Off"" songstress and the 34-year-old Kansas City Chiefs tight end have been taking over the globe lately — members of Swift's squad seem to approve."
2023/11/14,Taylor Swift’s Thanksgiving plans revealed amid Travis Kelce romance,Taylor Swift will return from her South American Eras Tour to spend Thanksgiving with her family.
2023/11/14,Taylor Swift's Private Jet: The Dassault Falcon 900,The 'Number 13' jet is worth an estimated $40 million.
2023/11/14,Inside Taylor Swift's $50 million NYC compound,Taylor Swift has been escaping to her luxurious Tribeca compound in New York City between her Eras Tour concerts and Travis Kelce date nights.
2023/11/14,Taylor Swift’s celeb pals address singer and Travis Kelce budding romance,"Antoni Porowski, Gigi Hadid and Kelly Clarkson share their thoughts on Taylor Swift’s relation with Travis Kelce"
2023/11/14,Taylor Swift 'shocked' Travis Kelce with 'Karma' lyrics change,Travis Kelce stated that he had a bit of a clue about what's happening on the Buenos Aires Show
2023/11/14,"How Gigi Hadid Really Feels About Taylor Swift, Travis Kelce's Romance","After a report claimed that close friend Gigi Hadid ""didn't agree"" with the pace of Taylor Swift and Travis Kelce's romance, the model is clearing the air."
2023/11/14,A petty little ranking of every Taylor Swift boyfriend,"Ranking all 15 Taylor Swift boyfriends, ranked petty from worst to best based on nothing much at all including Travis Kelce, Harry Styles, Taylor Lautner."
2023/11/14,Seth Meyers on Trump’s campaign rallies: ‘Openly fascist rhetoric’,"Late-night hosts discuss Trump’s “vermin” comments, his plans for a second term in office and Travis Kelce and Taylor Swift’s reunion in Argentina."
2023/11/14,"Taylor Swift has girls' night with Gracie Abrams in white dress, navy coat",Taylor Swift celebrated her return from the Argentina leg of her Eras Tour by grabbing dinner in New York City with her pal Gracie Abrams.
2023/11/14,Taylor Swift cruise set to sail in October 2024,"A Royal Caribbean ""In My Cruise Era"" vacation is being planned by Marvelous Mouse Travels, and it will depart on the Allure of the Seas next October."
2023/11/14,Opinion: Travis Kelce is happy to be Mr. Taylor Swift,"In a moment of what feels like peak male insecurity, writes Jill Filipovic, Taylor Swift and Travis Kelce’s relationship is a useful model."
2023/11/14,Taylor Swift adds two new UK dates to Eras Tour - how to get tickets,The first batch of tickets go on sale later on today
2023/11/14,Taylor Swift announces two extra London dates for Eras Tour,"The pop star adds shows on 19 and 20 August 2024 to her tour, meaning she will now play eight dates at Wembley Stadium."
2023/11/14,Taylor Swift adds two new dates to sell-out UK Eras Tour in 2024,Two new dates have been added to Taylor Swift's UK leg of the Eras Tour - find out if you've been selected for ticket access
2023/11/14,"Most popular dog names of 2023 ranked, with Barbie in at three",Taylor Swift and Man City have also been inspirational while some owners named their dogs Chugsley Chugglesworth and King Arthur Slobbergob.
2023/11/14,Taylor Swift to Fans: Throwing Things 'Really Freaks Me Out',"Several artists have been injured —or annoyed —by items thrown on stage during concerts this year, but Taylor Swift was unhurt and seemingly calm after something..."
2023/11/14,Taylor Swift 'freaks out' after fan throws gift on the stage during her performance; addresses the crowd,"It was when the artist took the stage, that she evidently became the target of objects being thrown at her. A video from Taylor's performance has been making rounds on social media"
2023/11/14,Taylor Swift Says She’s ‘Never Beating the Sorcery Allegations’,"The pop superstar took to Twitter to share a hilarious video from her Eras tour stop in Buenos Aires, Argentina."
2023/11/13,Travis Kelce Gets Stamp of Approval From Taylor Swift’s BFF Abigail,"Taylor Swift's best friend Abigail Anderson was enchanted when the pop star changed a lyric in her song ""Karma"" to shout out Travis Kelce during her second show in Buenos Aires Nov. 11."
2023/11/13,"Travis Kelce's mom, Donna, sees Taylor Swift's 'Eras Tour' movie as son watches show live in Argentina","Travis Kelce's mom, Donna Kelce, was spotted supporting Taylor Swift by watching her ""Eras Tour"" movie at a theater in Florida on Sunday."
2023/11/13,"Taylor Swift Kisses Travis Kelce, Troye Sivan Reacts to ‘SNL’ Sketch","Taylor Swift changes the lyrics to “Karma” and kisses Travis Kelce after her concert, Drake announces new tour with J. Cole and more!"
2023/11/13,Taylor Swift’s childhood best friend Abigail approves of Travis Kelce,"Taylor Swift's best friend for life Abigail Anderson has seemingly given her approval of the singer's boyfriend, Kansas City Chiefs tight end Travis Kelce."
2023/11/13,Travis Kelce's 'electric' vocabulary rubs off on Taylor Swift,"In a post thanking her Argentinian fans for the kickoff of her international Era's Tour, fans noticed some out of character wording."
2023/11/13,Taylor Swift politely scolds fans not to throw items at Argentina concert,"Taylor Swift, 33, asked fans to stop throwing things onstage during her Eras Tour in Buenos Aires, Argentina."
2023/11/13,Taylor Swift Unveils Festive Merch Just in Time for Holiday Season,"'Tis the season to buy a gift for your favorite Swiftie, and Taylor Swift has you covered."
2023/11/13,Taylor Swift & Travis Kelce’s Romance Feels ‘Very Special’,Taylor Swift & Travis Kelce's romance is 'very special' after PDA in Argentina.
2023/11/13,Taylor Lautner Reacts to Getting Called Taylor Swift’s ‘Best Ex’,"Taylor Lautner has been deemed Taylor Swift's ""best ex"" by the pop superstar's fans."
2023/11/13,Taylor Swift doesn’t even stop to change as she rushes back to NYC while Travis Kelce jets to KC after concert,"Taylor Swift arrived back in New York City on Monday morning following her shows in Argentina. Boyfriend Travis Kelce left to go back to Kansas City, Mo. Sunday."
2023/11/13,Travis Kelce Reacts to Taylor Swift Performing ‘Vigilante S-t’ Live,Travis Kelce looked enamored as his girlfriend performed her seductive tune 'Vigilante S--t.'
2023/11/13,Taylor Swift Celebrates Eras Tour South America Launch in Argentina,Taylor Swift celebrated the Eras Tour's South American launch in Argentina. See what she said.
2023/11/13,Brad Keselowski Backs Audacious Claims as Taylor Swift and Travis Kelce’s Romance Takes Over the World,Taylor Swift and Travis Kelce's love story has gotten fans into a frenzy and even Brad Keselowski couldn't help but join in on the hype.
2023/11/13,Why Taylor Swift Sends Kelly Clarkson Flowers Regularly,"If you ask Taylor Swift where the idea came from to re-cut her albums, she will likely tell you it was Kelly Clarkson who suggested it."
2023/11/13,Inside Taylor Swift and Travis Kelce's holiday plans,"Travis Kelce and Taylor Swift are hoping to get their families together for the holidays amid their busy work schedules, according to a new report."
2023/11/13,Watch Travis Kelce react to Taylor Swift’s seductive 'Vigilante S-t’ performance in Argentina,"Travis Kelce watched girlfriend Taylor Swift’s sultry performance of “Vigilante Shit” alongside her dad, Scott Swift, in Buenos Aires, Argentina, on Saturday."
2023/11/13,Taylor Swift's PDAs with Travis Kelce are staged?,Fans create bizarre theories about Swift's love-affection
2023/11/13,Hot 100 Chart Reveal: Nov. 18,Here's the Hot 100 chart reveal for Nov. 18. Can Taylor Swift keep her current hot streak on the Hot 100 going? Watch the full video to find out.
2023/11/13,Taylor Swift’s ‘Cruel Summer’ Returns to No. 1 on Hot 100,"Taylor Swift's Cruel Summer"" returns to No. 1 on the Hot 100. Plus, see where Jung Kook and The Beatles' debuted on the chart."
2023/11/13,Hilarie Burton Predicts Taylor Swift & Travis Kelce Engagement by May,"After seeing a video of Taylor Swift giving a sweet shout-out to Travis Kelce, One Tree Hill's Hilarie Burton shared why she thinks the singer and the athlete could get engaged by May."
2023/11/13,"Swifties Have A Wild Theory About Harry Styles' Shaved Head, And The Timing Does Seem A Bit Suspect","Taylor Swift fans have a wild theory about why Harry Styles shaved his head, and I have to agree the timing is a bit weird."
2023/11/13,Who Is Taylor Swift’s ‘Karma’ About?,"Taylor Swift changed up the lyrics on 'Karma' to shout out her boyfriend, Travis Kelce."
2023/11/13,Taylor Swift asks fans not to throw objects on stage,"Taylor Swift asked fans at her Buenos Aires concert on Sunday night to not throw objects on stage, saying “it really freaks me out.”"
2023/11/13,"All of the Vault tracks by Taylor Swift, ranked from worst to best","A ranking of all the From The Vault tracks by Taylor Swift from her Taylor's Version albums, ranked from worst to best by how good the songs are."
2023/11/13,Taylor Swift Asks Audience To Stop Throwing Gifts Onstage,"During a concert in Buenos Aires, Argentina, Taylor Swift briefly interrupted her show to ask fans not to throw things on the stage."
2023/11/13,Why should Salman Khan fanboys have all the fun? Let Swifties run wild,"Fanboys of Salman Khan, Rajinikanth, Shah Rukh Khan and Mahesh Babu are allowed to run wild in theatres. But Taylor Swift fans are called ‘cringe’ for dancing."
2023/11/13,Taylor Swift Generously Donated to the Mahomes Foundation,"The pop star's fans are praising her for the donation she made to the organization, even if she was not there at the event itself."
2023/11/13,Taylor Swift Jumps Into Travis Kelce’s Arms and Kisses Him After Her Argentina Performance,"A video taken by an enthusiastic Swiftie captured Taylor Swift rushing to kiss her boyfriend, Travis Kelce, in a romantic embrace right after the show."
2023/11/13,Here's Why Travis Kelce Did The 'Saturday Night Live' Cameo With Girlfriend Taylor Swift,"Travis Kelce, joined in the fun by participating in a skit for the SNL cast mocking Swifties mania taking everyone by surprise."
2023/11/13,Hilarie Burton Predicts Taylor Swift and Travis Kelce Will Be 'Engaged' by May,"Hilarie Burton predicted the 'engagement' following Swift's romantic lyric change in Argentina to honor her boyfriend, Kelce."
2023/11/13,Travis Kelce Blushes Over Taylor Swift's Switch for Karma: 'Karma is the guy on the Chiefs',The Kansas City Chiefs tight end grinned from ear to ear before holding his hands up to his face to express his surprise.
2023/11/13,"Taylor Swift, Travis Kelce will 'be engaged by May'","Hilarie Burton predicted Taylor Swift and Travis Kelce will be ""engaged by May"" after the couple showed PDA at the singer's Argentina tour stop."
2023/11/13,FACT CHECK: No confirmation of Philippine dates for Taylor Swift’s ‘Eras Tour’,Neither Taylor Swift nor her team have made any announcements regarding Philippine dates for the Eras Tour. Her only confirmed stop in Southeast Asia is in Singapore.
2023/11/13,The National to headline Sounds of the City 2024 show at Castlefield Bowl,The Taylor Swift collaborators will come to Manchester in July 2024
2023/11/13,Taylor Swift Asks Fans Not to Throw Objects on Stage in Buenos Aires,"Taylor Swift asked fans at her Buenos Aires concert on Sunday night to not throw objects on stage, saying ""it really freaks me out."""
2023/11/13,Taylor Swift's Rumored Boyfriend Travis Kelce And Dad Scott Met Over Steak Dinner In Buenos Aires,"Taylor Swift and Travis Kelce were spotted alongside her father Scott, who flew to Argentina to support her for her international Eras Tour."
2023/11/13,"Hours After Arrival in Argentina, Lionel Messi Name-Dropped at Taylor Swift’s Eras Tour Concert by Sabrina Carpenter",Lionel Messi's name taken in Taylor Swift's Eras tour in Buenos Aires after another singer surprised the crowd with her innovation.
2023/11/13,"ARIA Charts: Taylor Swift Dominates, Jung Kook Enjoys ‘Golden Start’",Taylor Swift nabs another chart double in the land Down Under.
2023/11/13,Taylor Swift Eras Tour: A look at the Year of Taylor,"With ""The Eras Tour"" concert film dominating the box office, Way.com looks at some staggering figures behind the success of Swift's most recent tour."
2023/11/13,Fans Throwing Things on Stage 'Really Freaks Me Out',Taylor Swift warned fans about the dangers of throwing things on stage while she performed in Buenos Aires on Sunday.
2023/11/13,Taylor Swift’s Eras Tour Surprise Songs List,Taylor Swift's Eras Tour set list features a surprise song (or two) on each date of the the superstar's 2023 trek.
2023/11/13,Taylor Swift Debuts ‘Slut!’ Live at Buenos Aires Show,"Taylor Swift debuted '1989 (Taylor's Version)' vault track 'Slut!' live in Buenos Aires, a day after performing ""Is It Over Now?"" for the first time."
2023/11/13,Taylor Swift Reacts to Fans Throwing Things on Stage in Buenos Aires,Taylor Swift is reminding fans to not throw things onto the stage at her shows.
2023/11/13,Royal Commentator Claims Meghan Markle Has Been 'Watching Taylor Swift' and Wants to Duplicate What She Has Now,"According to a commentator, Taylor Swift is someone Meghan Markle has been paying a lot of attention to and she wants what the pop star has."
2023/11/12,Watch Travis Kelce dance with Taylor Swift's dad during Eras Tour in Argentina,"Travis Kelce looked at ease as he watched his new flame, Taylor Swift, on stage in Argentina while standing beside her father, Scott Swift."
2023/11/12,Travis Kelce Reacts to Taylor Swift’s ‘Guy on the Chiefs’ in ‘Karma’,"Taylor Swift gave Travis Kelce a very public shout-out during ""Karma"" at her concert in Buenos Aires on Nov."
2023/11/12,Britney Spears Has a ‘Girl Crush’ on Taylor Swift,"Britney Spears revealed she has a 'girl crush' on Taylor Swift, in new post."
2023/11/12,Taylor Swift gives Travis Kelce a shoutout by changing ‘Karma' lyrics,"With Travis Kelce watching her perform her second Eras Tour show in Buenos Aires at a VIP tent with her dad Scott Swift, the singer gave the Kansas City Chiefs..."
2023/11/12,Travis Kelce jets out of Argentina after supporting Taylor Swift,"Travis Kelce was spotted boarding a private plane on Sunday in Buenos Aires, Argentina, following a PDA-filled weekend with girlfriend Taylor Swift."
2023/11/12,Taylor Swift’s ‘1989 (Taylor’s Version)’ No. 1 Again on Billboard 200,"Taylor Swift's ""1989 (Taylor's Version)"" is No."
2023/11/12,Travis Kelce Heads Back to Kansas City for Practice After Meeting Taylor Swift & Her Dad During Eras Tour,Travis Kelce hops on a plan to Kansas City after a wholesome 3-day detox in Argentina at Taylor Swift's Eras World Tour.
2023/11/12,Taylor Swift fans spot clue she will marry new boyfriend Travis Kelce and have kids with him,"Taylor Swift fans were left feeling divided after sources revealed Taylor will most likely settle down and have kids with Travis Kelce if he puts a ring on it, but some Swifties aren't convinced"
2023/11/12,"Hilarie Burton makes bold statement for Taylor Swift, Travis Kelce romance",Taylor Swift made big gesture for boyfriend Travis Kelce during her Argentina Eras Tour show
2023/11/12,Selena Gomez 'fears' Travis Kelce will break Taylor Swift’s heart,Selena Gomez believes Taylor Swift maybe rushing into a romance with Travis Kelce
2023/11/12,"Taylor Swift, Travis Kelce romance ‘very special’ compared to past relationships",Taylor Swift and Travis Kelce sparked romance rumours back in September 2023
2023/11/12,Taylor Swift advises her fans not to throw objects on stage: Watch,Taylor Swift explains why it’s not right for fans to throw things onto the stage at Eras Tour
2023/11/12,Travis Kelce spotted leaving Argentina after packing on the PDA at Taylor Swift's concert,"Travis Kelce has already left Argentina after flying to South America to support his new girlfriend, Taylor Swift, during the international leg of her Era's Tour."
2023/11/12,Taylor Swift's dad called 'traitorous' for wearing Chiefs gear,"Philadelphia Eagles fans are calling out Taylor Swift's dad, Scott Swift, for wearing a Kansas City Chiefs lanyard with Travis Kelce on Saturday even though he has long supported the Eagles."
2023/11/12,"Taylor Swift Gives Travis Kelce a Shoutout By Changing ""Karma"" Lyrics","Taylor Swift paid tribute to Travis Kelce during her second show in Buenos Aires Nov. 11 by singing a changed lyric in her song ""Karma."""
2023/11/12,Taylor Swift Runs and Kisses Travis Kelce After Buenos Aires Concert,Fans captured video of Taylor Swift running into Travis Kelce's arms and exchanging a passionate kiss after performing in Argentina Nov. 11.
