Title,Standfirst
The best recent crime and thriller writing – review roundup,"JK Rowling, as Robert Galbraith, is back with a cult classic, while elsewhere past crimes make for gripping reads"
Song of the summer 2023: writers pick their tracks of the season,"From Kylie Minogue to Jorja Smith, Guardian writers have picked the song they will be playing on repeat for the summer"
"UK households face tax rise of £3,500 a year by next election, finds IFS",Thinktank says Tories have overseen the biggest increase in taxes during a parliament since records began in 1951
Rishi Sunak rejects Braverman claim multiculturalism has failed,Prime minister praises UK’s ‘fantastic multicultural democracy’ in contrast to comments made by home secretary
"More than 100 MPs received freebies worth £180,000 this summer",Exclusive: Oliver Dowden and Keir Starmer among those who enjoyed free tickets to events including the Chelsea flower show and the Derby
Nick Offerman review – big-hearted humorist supersedes Ron Swanson,"Theatre Royal, Drury LaneParks and Recreation actor is his own modest self in a show that has rugged charm in spades, from his rocking-chair-on-the-stoop delivery of stories to entertaining acoustic guitar songs"
The Job of Songs review – folk melodies and melancholia in rural Ireland,Lila Schmitz’s documentary offers a candid look at Irish music and community struggles in a small Irish village known for its bar-room sessions
Starmer writes to Labour councillors in attempt to quash concerns he’s too pro-Israel – as it happened,Letter from Labour leader stresses his concern for international law and sympathy with the plight of the Palestinian people
Academics challenge Starmer to accept Israel’s siege of Gaza is against international law – UK politics live,Labour urged to clarify its position on collective punishment by 39 academics who say party must confirm it ‘opposes the commission of war crimes’
Fears tough new hate speech powers for NSW police could have ‘chilling effect’ on public debate,"Legal experts say Minns government’s proposed reform risks ‘opening the floodgates for controversial speech to be investigated’Follow our Australia news live blog for latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Drax denies use of subsidy loophole to avoid £639m payout to households,Bloomberg alleges Drax idled an electricity generating unit and resold its biomass pellets rather than return money to bill payersBusiness live – latest updates
Scientists say mystery of how red wine headaches occur may be solved,Researchers home in on phenolic flavonoids as culprit for headaches that come on soon after a glass or two
In the tracks of the Orient Express: my train ride from London to Istanbul,"The fabled railway service returns in 2025. But you don’t need to wait until then, or pay the eyewatering fares, to ride this classic route"
Covid inquiry: Daily Mail wanted people back at work to revive sales – Johnson aide,Document reveals James Slack’s messages about article prompted concern from Matt Hancock
Five-year-old girl suffers facial injuries during dog attack in County Durham,Child taken to hospital for treatment and dog seized after incident outside convenience store
RishGPT recycles old soundbites as last vestiges of credibility crumble | John Crace,Sunak knew he would be grilled over the school concrete crisis but failed to come up with anything plausible to say at PMQs
Newcastle United ‘deeply concerned’ after fan stabbed in Milan,Eddie McKay in hospital in a stable condition58-year-old attacked by a group of men in Milan city centre
Rish! drowns in despair as water minister finds herself way out her depth | John Crace,Sunak appears to have accepted defeat but Rebecca Pow appears incapable of recognising reality
Who Is Erin Carter? review – the real question is: who cares?,"This mystery drama is deathly dull, packed with cliches and atrocious dialogue. It’s the TV equivalent of a cry for help"
UK retailers report sizzling sales in hot June weather,"Shoppers snap up barbecue food, swimwear, beach towels, outdoor games and garden furniture in June"
Wes Streeting apologises to Labour MP who felt ostracised due to gender views,MP said she felt ostracised and accused male colleagues of shouting her down for opposing transgender reforms
Waymarks are important for all of us to enjoy the wild | Letters,"Hiking should not be the exclusive preserve of a privileged few, saysAled Owen,whilePete Stockwellpoints out how moving cairns can be dangerous. Plus a letter fromAusten Lynch"
Mike Johnson helped Trump on January 6 - now he’s a threat to democracy,"Louisiana congressman known as ‘Maga Mike’, elected House speaker Wednesday, is staunch Trump supporter and election denier"
Where can rental tenants in England turn for help?,"Who is liable for repairs on privately rented property, and what’s the law on no-fault evictions?"
The Bucs were supposed to stink without Tom Brady. Then came Baker Mayfield,The former No 1 overall pick looked like he was set for a career on the bench. But he has found a renaissance of sorts in Tampa
"Herb Alpert on 80 years in music: ‘Mozart, Thelonious Monk ... all of us have the same 12 notes’","The trumpeter and co-founder of A&M Records answers your questions on writing a Bond theme, selling 72m albums and signing Janet Jackson, Karen Carpenter and the ‘appalling’ Sex Pistols"
Sex Education final season review – one long list of frustrations,"In this farewell series, the glorious horny teenagers we knew and loved have become earnest bores who use therapy speak and exist mainly to tick boxes. What a mood killer"
Corbyn and Reeves among MPs who claimed accountants’ fees on expenses,Andrea Jenkyns and Michael Fabricant also among 12 MPs who used parliamentary expenses for help with tax returns
"Australian arms and ammunition exports to Israel totalled $13m over past five years, data reveals","Greens call for greater transparency around exports to Israel, as Anthony Albanese meets relatives of Israelis taken hostage by Hamas on 7 OctoberFollow our Australia news live blog for latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Moisés Caicedo misses Brighton training as Chelsea prepare fresh bid,Midfielder is keen on move but Brighton want £100mChelsea begin talks with Leeds for £20m Tyler Adams deal
The Guardian view on Tory MPs and tax cuts: the desperate demanding the delusional | Editorial,The Conservative fixation on shrinking the state is fiscally reckless and detached from political reality
New York City politician kissed by stranger during TV interview: ‘Very creepy’,Brooklyn councilwoman Inna Vernikov was visibly shocked after being accosted by a stranger on Brighton Beach
"Poached, caged, shipped in socks: on patrol with the police battling Colombia’s illegal wildlife trade ","For decades the plundering of protected species went unchallenged, but new efforts are being made to halt traffickers across Latin America and the Caribbean"
Lee Anderson’s vile anti-migrant comments pose this question: do we want politics like this? | Hugh Muir,"Even Thatcher’s governments were above the hateful, toxic rhetoric now being favoured by Sunak and his lieutenants"
Coldplay concert to go ahead in Malaysia amid opposition from conservative Muslims,"‘Kill switch’ to cut power in case of an ‘unwanted incident’ was discussed, but the band’s support of Palestine has endeared them to prime minister"
Ned Beauman wins Arthur C Clarke award for ‘bleakly funny’ novel ,"The prize for the year’s best science fiction novel was given to Venomous Lumpsucker, a satire which addresses ‘humanity’s shortsighted self-interest’"
Chelsea captain Reece James charged by FA for confronting referee after Villa loss,Defender could be banned after approaching official in tunnelJames out of action since picking up injury on opening day
MPs paid £10m for second jobs and freelance work over past year,"Boris Johnson’s extra income accounts for almost half of figure, of which vast majority was made by Tory MPsAnalysis: Bumper income shows little has changed"
Thousands of tickets unsold for England v Fiji but Paris quarter-finals sell out,"Nearly 4,500 tickets available for Sunday’s Marseille matchIreland v New Zealand and France v South Africa are fully sold"
Mongolian Rhapsody? Newly unearthed writing draft reveals original title for Queen hit,"Freddie Mercury’s draft lyrics, to be auctioned at Sotheby’s, also reveals an early version of the ‘Mama, just killed a man’ verse"
Yemen’s Houthi rebels seize cargo ship in Red Sea and call Israeli vessels ‘legitimate targets’,"Footage shows masked gunmen jumping on to Galaxy Leader, which Israel says is British-ownedSee all our Israel-Hamas war coverage"
Tuberville will continue block on US military nominees despite Hamas attack on Israel,Republican US senator’s blockade is protest over Pentagon policy which facilitates abortions for service members and dependents
"Repeal of water pollution rules won’t solve England’s housing crisis, say developers",Housebuilders welcome move but fear amending levelling up bill will cause months of delays
"Forget chess, backgammon teaches the most valuable life lessons: blind luck and wild unfairness | Joel Snape","Rishi Sunak hopes to inspire a new generation of grandmasters, but he should broaden his horizons to other games for kids"
Giants bring new romance to freshen up the AFL’s reheated nostalgia | Geoff Lemon,"Carlton, Collingwood and Brisbane may have longer histories but after 12 seasons GWS have a claim to sentiment of their own"
"By affirming an antisemitic trope, Elon Musk sinks to a dangerous new low | Margaret Sullivan",The owner of X has the power to elevate the hateful speech of others and bring about enormous harm
"Israelis hesitant over Gaza ground invasion amid hostage fears, poll shows","Only 29% of those surveyed backed an immediate offensive, while 49% said it would be better to wait"
Proms 45 & 46: BBCSO/Oramo; Manchester Collective review – Mahler with martial zeal and shimmering electronic works,"Royal Albert Hall, LondonMahler’s Third Symphony is a huge undertaking, impressively played by the BBCSO, followed by a rare late-night excursion into contemporary works"
Jungle House by Julianne Pachico review – a fresh take on AI,"A woman is mothered by an evolved smart home, in this lively speculative novel about consciousness and revolution"
London Underground strikes called off after talks breakthrough,Action that risked bringing capital to standstill for four days halted as RMT’s Mick Lynch reveals ‘significant progress’ made
O’Neil accuses Dutton of politicising national security on visas for Israel-Palestine conflict: as it happened,"This blog is now closedGet ourmorning and afternoon news emails,free appordaily news podcast"
Code of Conduct by Chris Bryant review – a parliamentary pedant’s plan for fixing Britain’s politics,"The Labour chair of the standards committee can rub people up the wrong way with his pomposity, but his manifesto for restoring decency to parliament is nothing if not reasonable"
"Happy holidays, but the Tories know they could soon be on permanent vacation | John Crace","Today started well. It was countdown to recess, a Barbie and Ken homage and Rish! even showed up … but it didn’t last"
‘It’s about owning your power!’ How Frozen changed a generation of girls. And boys. And Hollywood …,"It’s 10 years since a Disney princess first belted out Let It Go, to a chorus of millions of children struggling with their emotions and their place in the world. And the echoes haven’t stopped"
Bird review – fear punctuates the fluid dancing in this tale of domestic violence,"Summerhall, EdinburghThe three dancers portray arrestingly clear images of women on high alert, but a potent performance is marred at times by scrappiness and muddy rhythms"
Germany backs tariff delay on electric vehicle sales between UK and EU,Manufacturers face 10% levies under post-Brexit trade deal but German government supports postponement
Celine Cremer: search for Belgian backpacker missing in Tasmania called off ,"Police said ‘poor weather conditions and cool temperatures’ meant the tourist could not have survived, but they still hope to bring family ‘closure’Get ourmorning and afternoon news emails,free appordaily news podcast"
"‘There are three of us in my relationship: my partner, my eyeliner and me’","Wearing it has long been an act of defiance, seduction – and even a way into the afterlife. The remarkable story of eyeliner, makeup’s sharpest weapon"
"Boy, 16, killed in crash near Bournemouth airport",Man arrested on suspicion of driving offences after incident on Friday evening
"As mortgage rates surge, the Tories are losing their reputation for economic competence | Larry Elliott",The party is tearing itself to pieces as terrified borrowers face a new age of insecurity
"‘It’s vastly complex, even dangerous’: in defence of the recorder, the Marmite of the woodwind world",The 600-year-old school staple has recently faced news of an impending classroom extinction. But a network of passionate enthusiasts are working to ensure its survival
Labour partly rows back on workers’ rights pledges,Party amends plan to bolster protections for gig economy as it boasts of ‘pro-business’ credentialsUK politics live – latest updatesBusiness live – latest updates
How to help support good causes during the cost of living crisis,UK households are under pressure at a time when charities are needed more than ever but there are still ways to contribute
Why do Britain’s MPs hang on to their second jobs? Because our tinpot democracy lets them | Owen Jones,New analysis on MPs’ second jobs reveals a wealth of vested interests – when their only interest should be their constituents
Another PMQs outing for deputy Dowden? Sunak must be quite the sadist | John Crace,"Long before the end, even his own MPs were going for him. Bloodsports are less cruel"
Jackie Hartley obituary,
Are you Daddy Pig or Logan Roy? A Father’s Day celebration of dads,"The annual event has been hijacked by online stores flogging merchandise, but there’s more to being a dad than beer and hot sauce"
Ted Cruz duped by fake image of shark on flooded LA highway ,Texas senator falls for one of the oldest internet hoaxes after sharing image online that has ‘been circulated several times over’
70 points and 726 yards: Tagovailoa and the Dolphins offense are an NFL cheat code,"Miami steamrolled the Denver Broncos, scoring the most points in a game since 1966. They could have had a lot more"
‘You feel frustrated and scared’: patients left waiting for NHS care,"Two people wonder if outcomes could have been different if the health service was not so stretchedNHS England care delays harmed 8,000 people and caused 112 deaths last year"
Tom Holland: ‘I felt enslaved to alcohol’,"The Spider-Man actor used a podcast appearance to speak about his struggles with alcoholism, and how giving up drinking has made him ‘the happiest I’ve ever been’"
"‘I felt like a performing monkey’: Ethel Cain on fans, fainting and being ‘Miss Alt-Pop Star’","Mixing hazy ambience, gothic country, doom metal, and post-rock Preacher’s Daughter made this Baptist-raised trans woman an unlikely mainstream star. But with fame comes the downside of giving so much of herself on social media"
We must not ignore coalmines in the fight to reduce methane emissions | Letter,"Coal mining generates as much methane annually as the oil or gas sectors, saysChris Wright"
Home Office to send asylum seekers back to Bibby Stockholm barge,"Notices say people will return to vessel next week, after legionella was found onboard in AugustUK politics live – latest updates"
"Australian government spending on big four consultancy firms up 1,270% in a decade, analysis shows","PwC, Deloitte, KPMG and EY face scrutiny as critics warn core functions of democracy should not be outsourcedGet ourmorning and afternoon news emails,free appordaily news podcast"
Airport expansion does not boost UK growth or productivity – report,Researchers argue that industry claims about benefits of more flights should be taken with pinch of salt
The baked benefits of sharing our car | Brief letters,Good neighbours | Woking’s wonders | Tuning in and out | The late post | Word blindness
Rishi Sunak to miss Boris Johnson Partygate sanctions vote,"PM not planning to attend parliament on Monday due to other diary plans, spokesperson says"
England reshuffle Rugby World Cup pack with Mitchell in for Van Poortvliet,Van Poortvliet set for ankle surgery after injury against WalesBen Youngs becomes favourite to take England No 9 jersey
Far right criticises Mike Johnson over US funding bill – but so far his job looks safe,"Republican House speaker needed Democratic support to avoid shutdown, just as Kevin McCarthy did before being ejected by his party"
"UK data bill favours big business and ‘shady’ tech firms, rights group claims  ",Data protection and digital information bill changes wording on which requests for personal data can be refused
Mitski: how the US songwriter scored the year’s quietest global chart smash,"An outlier amid pop stars and club bangers, My Love Mine All Mine is getting millions of streams a day. Its singer is reaching new fans – and repairing her relationship with old ones"
Tuesday briefing: Why Scotland is under pressure not to restrict fishing in its seas,"In today’s newsletter: Holyrood plans to cut fishing have been welcomed by conservationists and condemned by those for whom the seas provide an income – is there a compromise?Sign up here for our daily newsletter, First Edition"
Bavaria leader declines to dismiss deputy over antisemitic leaflet,Markus Söder stands by Hubert Aiwanger after he apologies for flyer found in his school satchel in the 1980s
Why Maryland became a haven for abortion care after Roe’s fall,The state has emerged as an example of how Democratic lawmakers can take proactive steps to bolster abortion access
"Et tu, Phil? Boris runs out of supporters as Rish! runs out of ideas | John Crace","Even Philip Davies, an MP who has defended the indefensible on many occasions, has reached his limit with the former PM"
Retail sales warm up in Great Britain as shoppers spend more on food,"Quantity of goods bought rose by 0.7%, with supermarkets benefiting from hottest June on recordBusiness live updates – latest news"
South Africa close in on quarter-finals with bonus-point win over Tonga,Pool B: South Africa 49-18 TongaJesse Kriel scores bonus-point try early in second half
It took female MPs from both parties to change Starmer’s stance on gender politics | Isabel Hardman,Private cross-party meetings for politicians worried about the erosion of sex-based rights encouraged the Labour leader to start speaking up at last
"Six-year-old girl’s bite saved her from abductor, Miami police say","Ah’lyric, six, used tactic instilled by her mother to fight back against assailant, with police later arresting 32-year-old suspect"
TV tonight: a gritty new war drama from France,"Dark Hearts drags us grippingly back to Iraq. Plus, Take That pay a visit to Ally Pally to perform for Jools Holland. Here’s what to watch this evening"
Dozens of yachts retire from Channel race due to ‘brutal’ gale-force winds,One crew evacuated before boat sinks as more than 80 vessels abandon world’s largest offshore race
‘Main customers’: Russians fleeing Putin’s war find a home in Phuket,Thai island has had influx of those either trying to avoid fighting in Ukraine or feel unwelcome in Europe
The Guardian view on broken Britain: it won’t be fixed with the status quo | Editorial,"State-led public investment is needed to repair a decade of cuts. Labour should say so, not cleave to failed orthodoxies"
Peaks and valleys: how reconnecting with nature helped me with grief,William Searle was never able to show his daughter the magic of the New Forest. Moving to a remote Cornish valley gave him a much-needed new direction
Portuguese PM António Costa resigns amid corruption inquiry,Police search socialist prime minister’s official residence in investigation into alleged corruption
Has Rishi Sunak been taking honesty lessons from Boris Johnson? | John Crace,The speaker had to step in after the PM’s claims about the economy stretched the credulity of at least one MP at PMQ
The Coalition’s women problem is writ large in a here-we-go-again moment that returns parliament to its darkest days,"Talking up the grossness of politics is a losing strategy, and one that has already backfired for the oppositionGet ourmorning and afternoon news emails,free appordaily news podcast"
Alvin Ailey American Dance Theater review – extraordinary soul-stirring dance,"Festival theatre, EdinburghThe American company brought Ailey’s legendary Revelations, still hugely powerful after 65 years, alongside modern pieces of precision and fire"
The Guardian view on Poland’s election campaign: a new far right courts the youth vote | Editorial,Alienation among younger voters is fuelling the rise of a maverick party that could play a kingmaker role after the poll
Who will be the House of Representatives’ next speaker?,"After much ado, the GOP made their choice – a leading figure in the Republican attempt to overturn the 2020 election – but he faces the same bind as his predecessorSign up here for our daily newsletter, First Edition"
"Five Great Reads: George the not so ‘quiet one’, the elephant deaths mystery, and the courage of Nicky Winmar","Guardian Australia’s weekend wrap of essential reads from the past seven days, selected byKris SwalesGet this in your inbox every weekend.Sign up for Five Great Reads here"
Father says Martha’s rule would have saved life of son who died at London hospital,"Coroner’s office opening investigation into treatment of Balram Patel, who died at St Thomas’ after his lungs were flooded"
Why are slave traders still being commemorated? | Letters,Readers respond to an article by Robert Beckford in which he argues that a plaque on a statue cannot cover mass murder
Scottish walkers up in arms over Edinburgh footpath shut for five years,"Radical Road at foot of Arthur’s Seat, beside Holyrood Palace, was closed in 2018 after rock falls led to safety concerns"
Federal budget on track to smash surplus forecasts as cash balance hits $19bn – as it happened,"This blog is now closedGladys Berejiklian findings: Icac delay to be investigated as NSW Liberals refuse to expel former premierGet ourmorning and afternoon news emails,free appordaily news podcast"
Lorna Rose Treen’s ‘stupid joke’ named funniest of the fringe,Comedian ‘blooming chuffed’ as she becomes the second woman to win the award in its 14 years
‘An attacker’s dream’: Harvey Barnes completes £38m transfer to Newcastle,Winger signs five-year contract after leaving Leicester‘It’s a massive opportunity to be involved in a successful team’
‘I can’t just sit there’: the doctor on a mission to win justice for rape survivors in Pakistan,"Sexual violence is rife across the country, but Dr Summaiya Syed’s newly opened centre in Karachi offers a ‘groundbreaking’ facility that aims to help turn the tide"
New museum on faith in England hopes to buy Henry VIII tapestry from Spain,Work described as ‘birth certificate of the C of E’ could form centrepiece of Faith Museum in County Durham
"In Poland, the home of ‘LGBT-free zones’, there is hope at last for the queer community | Roch Dunin-Wąsowicz","The former ruling party targeted and scapegoated Poland’s LGBTQ+ people. Now it’s out of power, equality is within reach"
US agency loses bid to halt Microsoft’s $69bn purchase of Activision Blizzard,"The Federal Trade Commission’s request to pause the deal was rejected, clearing the few remaining hurdles for it to go through"
Police in England and Wales guilty of gross misconduct face automatic dismissal,Staff who fail re-vetting can also be sacked under UK government reforms of disciplinary system
Al Gore leads international chorus of disapproval for Sunak’s climate U-turn,"Decision by UK prime minister to water down key climate policies ‘really shocking to me’, says former US vice-president"
Football Daily | Roma played themselves but at least Mourinho’s men have their dignity,Sign up now! Sign up now! Sign up now? Sign up now!
Football Daily | Roma played themselves but at least Mourinho’s men have their dignity,Sign up now! Sign up now! Sign up now? Sign up now!
Seth Meyers on Mike Johnson: ‘A far-right conservative almost no one has heard of’,"Late-night hosts react to the end of speakership chaos in Congress as Republicans elect Mike Johnson, an election denier"
"Supermodel Bella Hadid called an ‘Israel hater’ by far-right, pro-settler minister",Hadid had denounced Itamar Ben-Gvir for saying Jewish settlers had more rights than Palestinians in occupied territories
From pancake seller to Indonesian vice-president? Joko Widodo’s son aims for the top,"Gibran Rakabuming Raka wants to follow in his father’s footsteps, but is struggling to shake off allegations of nepotism"
"‘We don’t hold anything back’: meet the Old Gays, TikTok’s most influential pensioners","When four gay men with an average age of 74 started appearing on TikTok, they became an instant hit. They talk about how, as their audience has grown, their outfits have shrunk"
Tories can rule out any pre-election feelgood factor from property market,The question is not whether UK house prices will continue to fall but how big the drop will beBusiness live – latest updates
Is Braverman in or out? It doesn’t matter: what’s broken is the Home Office itself | Simon Jenkins,Rishi Sunak is reportedly facing growing pressure to sack the home secretary. But the troubles go much deeper than that
Luis Rubiales resignation hailed as win for feminism but questions remain,Decision to quit over World Cup kiss welcomed in Spain but manner of announcement leaves many confounded
Former pupils demand apology from Irish school over Nazi teacher’s bullying,Louis Feutren joined a nationalist group in occupied France and went on to teach at a prestigious Dublin school
The life and times of Marcia Hines: ‘I did what had to be done - and I wouldn’t be me if I hadn’t’,"At just 16, Hines moved from Boston to Australia for a musical – then never left. She talks about being a teen mother and being ‘the nice judge’ on IdolGet our weekend culture and lifestyle email"
Scalise lacks votes from hardline Republicans to become next House speaker – as it happened ,This liveblog is now closed. You can read our latest full report here:Hard-right holdouts may block US House speakership for Steve Scalise
Ibsen’s Ghosts: a resounding flop that still returns to haunt us,"Despite being panned as ‘a dirty act done publicly’ on its London premiere, the tragedy is now regarded as a classic – here are three productions that radically shifted our perspective"
‘It’s scary’: residents in Rotterdam reflect on Geert Wilders’ election win,"Wilders’ far-right party won the most seats in Dutch election, though many in this diverse city say they can understand why"
Moving the Goalposts | Women’s Nations League: what’s at stake in the final group games?,"Olympic spots, promotion, relegation and Euro 2025 qualifying hopes are on teams’ minds in these two rounds of matches"
Israel-Hamas war: what are the laws about protest in England and Wales?,Many protesters are unsure whether they can carry or wear symbols such as a Palestinian flag or join in chantsIsrael and Hamas at war – live updates
Tory MPs voice concerns over tabled ban on public bodies boycotting Israel,Exclusive: Backbenchers tell Michael Gove they may oppose bill designed to stop sanctions separate to those set by government
What we learned from Patrick Vallance at the Covid inquiry,Chief scientific adviser in pandemic says lockdown should have come sooner and Boris Johnson is not great at scienceUK politics live – latest updates
We must revive the spirit of the Stansted 15 | Letter,ActivistMelanie Stricklandcalls for a renewed effort to defeat the government’s hostile immigration policies
AEC responds after Jacinta Nampijinpa Price questions ‘conduct’ in Indigenous communities that voted yes,"Price claimed there was ‘manipulation’ in remote communities but electoral commission says ‘ability to campaign at any polling place … was the same for everyone’Australia news live: Peter Dutton walks back promise of Indigenous recognitionVoice referendum 2023 live results tracker, map and votes by stateFull voice coverage: news, opinion, explainers, data and multimediaGet ourmorning and afternoon news emails,free appordaily news podcast"
‘Don’t ignore us’: Afghans awaiting UK relocation fear time is running out,Some have waited years in Pakistan for Britain to fulfil its promises – and are now at risk of deportation
Colorado court hears arguments to keep ‘insurrectionist’ Trump off 2024 ballot,First of two cases that argue Trump should be removed under civil war-era ‘insurrection’ provision of 14th amendment
"Bedbugs ‘a real source of concern’ on London transport, says Sadiq Khan",Mayor says ‘there is no complacency’ as video appears to show insect on tube  after outbreaks reported in Paris
The Guardian view on China and Ukraine: beware great expectations | Editorial,Gestures from Beijing should not be mistaken for a substantive shift in position. But they should not be ignored either
"My trafficker is behind bars, but if the UK's new migration bill passes, my story would have ended very differently | Anonymous",The legislation is designed to remove those arriving by irregular routes – this will be devastating for survivors of modern slavery
"Ministers using ‘loophole lawyers’ to obstruct Covid inquiry, says Labour",Angela Rayner asks deputy PM Oliver Dowden why hundreds of thousands of pounds is being spent on legal actionUK politics live – latest updates
Misogynists like Andrew Tate hold sway over thousands of men and boys. Male leaders like me must address that  | Humza Yousaf,We cannot be passive bystanders when the actions of men cause such pain and suffering. It’s vital to listen and learn
The week in classical: Falstaff; Hatfield House chamber music festival – review,"Grand theatre, Leeds; Hatfield HouseVerdi’s late masterpiece ends on a riotous and sustainable high at Opera North. At the childhood home of Elizabeth I, a family affair and a memorable premiere"
Russia-Ukraine war at a glance: what we know on day 571 of the invasion,Kim Jong-un inspects strategic bombers in Russia; Moscow denies Ukraine’s claim to have seized village in Donetsk regionSee all our Ukraine coverage
"Burger shop fire not religiously motivated, police say; Optus fallout continues – as it happened","This blog is now closedOptus outage: company’s offer of free data as compensation criticised as ‘hollow gesture’Get ourmorning and afternoon news emails,free appordaily news podcast"
From the optimum temperature to great products: how to have the perfect shower,Shower lover Sam Dowler has no time for sad trickles of water or a scalding hot spray. Here are the things you need to get right …
Strong winds cause travel chaos in Sydney as passengers hospitalised after ‘severe turbulence’ on Hawaii flight,"Airlines warn of disruptions as Sydney airport braces for single runway operations for a second day due to worsening conditionsGet ourmorning and afternoon news emails,free appordaily news podcast"
Bret Easton Ellis: ‘I connected with Quentin Tarantino’,"The US author on discovering Stephen King, being inspired by Joan Didion, and losing himself in film criticism"
Labour to be attacked from the left in crucial Scottish byelection,SNP criticises Starmer’s cautious approach to policy and spending as it attempts to hold Rutherglen and Hamilton West
New York police arrest teen in killing of dancer O’Shae Sibley – report,Well-known gay dancer and choreographer was stabbed after he and his friends vogued at Brooklyn gas station
Campaigners alarmed by rejection of refugees using ‘safe and legal routes’,"Two-thirds of those seeking family reunion in the UK who are initially turned down succeed at appeal, says Ramfel charity"
Ministers ‘betray’ renters in England with delay to no-fault evictions ban,"Manifesto promise won’t be implemented until after potentially lengthy court reforms, Downing Street says"
We were held on Suella Braverman’s Bibby Stockholm barge – and we’re terrified of going back there | Anonymous,We asylum seekers feel part of a cruel game being played by ministers with little regard for us or public opinion
If I’m separating from my partner do I count as a first-time buyer?,"I’m planning to move out into a house which will cost me £260,000 to buy"
People living with migraines need better support from employers | Letter,"Anna Martinresponds to the news that the levelling up minister, Dehenna Davison, has resigned from government because of chronic migraines"
NSW group launches court bid to stop logging in bushfire-ravaged koala habitats,"North East Forest Alliance say its surveys confirm populations of endangered species in state forests on north coast marked for loggingFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
"The Crown, Fargo and Faraway Downs: what’s new to streaming in Australia in November","Plus a musical about Australian history from the Chaser, an Oliver Twist spin-off set down under and a small-town priest with a sniper rifleGet our weekend culture and lifestyle email"
The pet I’ll never forget: Max the dog couldn’t be trusted with booze or chocolate – but he enriched our lives,"Our border terrier was a sociable animal, and he made us more sociable animals too"
Liverpool buy back Melwood to provide women’s team with elite training centre,Academy and women’s first team will use club’s old baseWomen’s crest switched to official club crest
Blooming tasty: garden flowers make a perfect summer cocktail | Alice Vincent on flowers,"From tiny pastel violas to honey-sweet dandelions, edible flowers make a great addition to your tipple"
Inexperienced Wales suffer mauling at hands of ruthless South Africa,Wales 16-52 South AfricaSpringboks run in eight tries in World Cup warm-up match
‘We followed him everywhere’: Chilean exiles 25 years on from Pinochet’s UK arrest,Members of the London Picket recall hounding the dictator after his pivotal London arrest in 1998
London Ulez: court dismisses challenge by five councils over expansion,"Decision is victory for mayor Sadiq Khan, with zone due to be extended at end of AugustUK politics live – latest updates"
LeBron James’s son Bronny discharged from hospital after cardiac arrest,18-year-old collapsed during training session on MondayNBA star thanks public for messages of support
Sharp rise in Asian hornet sightings in UK causes alarm,"Wildlife experts fear spread could devastate native bees, which the hornets dismember and eat"
Carlos at 50 review – stunning tricks and charisma to burn,"Royal Opera House, LondonOf course Acosta has lost a little bounce after half a century, but the Cuban master still dances with care, specificity and dramatic flair"
"Suella Braverman broke law by denying asylum seekers £3 a week, judge rules",Home secretary’s withholding of payments for healthy food for children and pregnant women found to be unlawful
From SZA to The Full Monty: a complete guide to this week’s entertainment,"Whether it’s pop superstars or Sheffield strippers, our critics have you covered for the next seven days"
The Guardian view on Rishi Sunak’s economics: recession is an acceptable price to pay | Editorial,Growing the economy by shrinking it first is a high-risk political strategy
The Trackers by Charles Frazier review – on the run in Depression-era US,An implausible tale of a painter turned detective does little to free the novelist from the shadow of Cold Mountain
"In Sudan, I rode the roof of the train for three days: why rail is the best way to travel","Memorable trips in France, Sri Lanka, Canada and more underline just how superior the train is to taking a planeLondon to Morocco by train|Four more great journeys"
"Waving Palestinian flag may be a criminal offence, Braverman tells police",Home secretary also suggests clampdown on pro-Arab chants in letter that will concern free speech advocatesIsrael and Hamas at war – live updates
‘Historic’: Newcastle Women become third tier’s only fully professional club,Promoted team want to reach WSL and Champions LeagueManager Becky Langley describes it as ‘monumental moment’
Where Winds Meet is China’s answer to Assassin’s Creed,Everstone’s debut video game hopes to do for 10th-century China what Ubisoft’s open-world series did for ancient Greece and renaissance Italy
Why Gabon’s coup plotters can count on popular support,Strong desire for change – even if it comes wearing combat fatigues – is feeding Africa’s series of putschesGabon military officers declare coup
Brighton roar back at Marseille to earn historic first point in Europe,
Wednesday briefing: What you’ve missed at the Covid inquiry,"In today’s newsletter: From allegedly lost WhatsApp messages to Sir Patrick Vallance’s frank lockdown diary, revelations only get more intriguingSign up here for our daily newsletter, First Edition"
Burkina Faso is the world’s ‘most neglected crisis’ as focus remains on Ukraine,"Chronic emergencies in Africa are being ignored while Ukraine dominates headlines and receives more funding, says NGO"
Camp Cope’s Georgia Maq: ‘I am damn proud that dangerous men in music still warn each other about me’ ,The trailblazing frontwoman has delivered a blistering keynote at Australian music industry conference Bigsound ahead of her band’s final shows
"Leicester fined £880,000 for restricting online kit sales with JD Sports",Competition and Markets Authority says Leicester City and JD admitted they broke competition lawBusiness live – latest updates
Spanish football federation leaders demand resignation of Luis Rubiales ,Embattled president increasingly isolated in World Cup kiss row after urgent meeting between chiefs
Gravenberch grabs first Liverpool goal in fuss-free win over Union Saint-Gilloise,
